 ,Area,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
317,0.144,2.07,1.592,0.433,0.424,27.254,0.896,159,1.02,0.98,0.957
318,0.203,6.419,0.319,0.538,0.48,98.594,0.73,159,1.122,0.892,0.932
319,0.145,2.079,1.567,0.436,0.425,23.209,0.89,160,1.026,0.975,0.958
320,0.203,6.418,0.368,0.56,0.463,101.519,0.663,160,1.209,0.827,0.93
321,0.145,2.088,1.538,0.433,0.426,64.876,0.903,161,1.017,0.983,0.959
322,0.197,6.417,0.418,0.529,0.474,100.869,0.767,161,1.114,0.897,0.938
323,0.145,2.099,1.511,0.434,0.424,17.699,0.89,162,1.023,0.978,0.954
324,0.192,6.414,0.457,0.507,0.482,118.296,0.817,162,1.051,0.952,0.943
325,0.146,2.105,1.482,0.434,0.428,11.909,0.89,163,1.015,0.985,0.958
326,0.199,6.411,0.494,0.525,0.483,104.359,0.797,163,1.088,0.919,0.942
327,0.145,2.115,1.453,0.435,0.424,174.744,0.894,164,1.026,0.974,0.958
328,0.205,6.409,0.529,0.551,0.474,88.238,0.738,164,1.163,0.86,0.935
329,0.146,2.122,1.424,0.435,0.427,30.382,0.89,165,1.019,0.981,0.958
330,0.196,6.406,0.565,0.515,0.485,84.927,0.838,165,1.063,0.94,0.952
331,0.145,2.13,1.394,0.434,0.426,33.036,0.903,166,1.019,0.981,0.96
332,0.195,6.407,0.598,0.509,0.487,111.905,0.604,166,1.046,0.956,0.922
333,0.145,2.137,1.361,0.432,0.428,38.822,0.896,167,1.011,0.989,0.961
334,0.192,6.403,0.64,0.496,0.492,88.434,0.767,167,1.01,0.99,0.95
335,0.143,2.145,1.332,0.436,0.418,36.042,0.883,168,1.042,0.96,0.951
336,0.196,6.397,0.665,0.522,0.479,86.287,0.731,168,1.09,0.917,0.944
337,0.142,2.152,1.3,0.429,0.422,178.739,0.879,169,1.016,0.985,0.953
338,0.19,6.4,0.697,0.508,0.477,143.797,0.776,169,1.064,0.94,0.934
339,0.142,2.161,1.267,0.429,0.421,9.515,0.888,170,1.019,0.981,0.955
340,0.194,6.399,0.726,0.509,0.485,127.736,0.782,170,1.05,0.952,0.946
341,0.144,2.168,1.231,0.43,0.425,85.516,0.887,171,1.013,0.987,0.955
342,0.199,6.394,0.746,0.54,0.469,95.361,0.713,171,1.153,0.867,0.944
343,0.146,2.176,1.196,0.434,0.428,5.642,0.885,172,1.013,0.987,0.957
344,0.197,6.387,0.774,0.539,0.465,80.075,0.822,172,1.157,0.864,0.95
345,0.145,2.183,1.16,0.438,0.423,19.207,0.901,173,1.037,0.965,0.957
346,0.183,6.39,0.807,0.486,0.48,22.645,0.779,173,1.012,0.988,0.944
347,0.145,2.19,1.125,0.435,0.425,11.258,0.906,174,1.023,0.977,0.962
348,0.187,6.385,0.83,0.505,0.472,80.109,0.835,174,1.07,0.935,0.943
349,0.143,2.195,1.088,0.434,0.419,31.778,0.875,175,1.036,0.965,0.958
350,0.19,6.385,0.854,0.528,0.458,84.355,0.875,175,1.153,0.867,0.958
351,0.144,2.203,1.048,0.435,0.422,25.166,0.9,176,1.031,0.97,0.96
352,0.179,6.382,0.886,0.485,0.47,77.885,0.877,176,1.034,0.968,0.952
353,0.144,2.208,1.008,0.437,0.42,37.705,0.895,177,1.041,0.961,0.956
354,0.171,6.382,0.912,0.483,0.452,0.616,0.887,177,1.07,0.935,0.959
355,0.142,2.217,0.969,0.428,0.421,44.478,0.878,178,1.018,0.982,0.96
356,0.172,6.379,0.928,0.47,0.467,38.758,0.906,178,1.008,0.992,0.966
357,0.176,6.378,0.947,0.483,0.464,83.917,0.89,179,1.041,0.96,0.963
358,0.142,2.221,0.927,0.432,0.42,51.051,0.857,179,1.029,0.972,0.945
359,0.17,6.377,0.967,0.477,0.454,174.459,0.87,180,1.051,0.952,0.958
360,0.143,2.23,0.887,0.428,0.425,41.705,0.892,180,1.007,0.993,0.951
361,0.171,6.374,0.984,0.481,0.453,179.906,0.882,181,1.062,0.942,0.955
362,0.142,2.233,0.843,0.431,0.421,12.626,0.868,181,1.026,0.975,0.947
363,0.177,6.371,0.998,0.483,0.466,83.854,0.872,182,1.036,0.965,0.959
364,0.147,2.236,0.794,0.439,0.426,40.451,0.769,182,1.032,0.969,0.947
365,0.175,6.37,1.015,0.478,0.466,77.101,0.901,183,1.024,0.976,0.963
366,0.147,2.242,0.747,0.443,0.423,63.273,0.778,183,1.048,0.954,0.919
367,0.17,6.371,1.029,0.478,0.453,5.806,0.885,184,1.055,0.948,0.962
368,0.145,2.245,0.703,0.435,0.425,33.816,0.6,184,1.024,0.977,0.914
369,0.172,6.367,1.044,0.477,0.46,25.64,0.902,185,1.037,0.964,0.965
370,0.161,2.25,0.641,0.463,0.444,72.454,0.763,185,1.043,0.959,0.936
371,0.177,6.366,1.057,0.489,0.462,78.678,0.896,186,1.059,0.944,0.961
372,0.161,2.255,0.59,0.469,0.437,63.672,0.757,186,1.074,0.931,0.918
373,0.175,6.364,1.07,0.476,0.468,46.362,0.873,187,1.017,0.983,0.96
374,0.152,2.265,0.551,0.443,0.437,178.391,0.789,187,1.015,0.985,0.938
375,0.171,6.361,1.081,0.481,0.452,3.729,0.889,188,1.064,0.94,0.959
376,0.149,2.266,0.527,0.459,0.412,164.825,0.803,188,1.114,0.898,0.932
377,0.176,6.36,1.093,0.474,0.472,131.397,0.895,189,1.005,0.995,0.963
378,0.162,2.27,0.547,0.462,0.446,143.975,0.811,189,1.034,0.967,0.936
379,0.178,6.357,1.101,0.49,0.462,76.689,0.881,190,1.06,0.944,0.96
380,0.172,2.275,0.578,0.494,0.444,82.076,0.787,190,1.112,0.899,0.94
381,0.173,6.356,1.111,0.473,0.465,49.307,0.879,191,1.018,0.982,0.956
382,0.174,2.279,0.626,0.505,0.437,85.494,0.705,191,1.154,0.866,0.921
383,0.172,6.352,1.119,0.48,0.457,171.656,0.899,192,1.051,0.952,0.961
384,0.162,2.284,0.669,0.464,0.445,106.872,0.731,192,1.044,0.958,0.925
385,0.178,6.35,1.127,0.482,0.47,108.899,0.858,193,1.027,0.974,0.959
386,0.163,2.282,0.706,0.47,0.442,64.345,0.808,193,1.063,0.94,0.937
387,0.178,6.348,1.132,0.481,0.47,104.675,0.879,194,1.024,0.977,0.96
388,0.166,2.292,0.742,0.497,0.426,85.845,0.814,194,1.168,0.856,0.94
389,0.172,6.345,1.139,0.48,0.457,169.395,0.881,195,1.05,0.952,0.958
390,0.159,2.295,0.786,0.471,0.43,75.726,0.819,195,1.095,0.913,0.922
391,0.174,6.345,1.144,0.479,0.462,170.113,0.904,196,1.037,0.965,0.963
392,0.15,2.294,0.824,0.455,0.421,37.465,0.814,196,1.083,0.924,0.948
393,0.178,6.342,1.15,0.485,0.467,87.114,0.884,197,1.038,0.963,0.956
394,0.153,2.3,0.858,0.461,0.422,76.255,0.814,197,1.092,0.916,0.938
395,0.178,6.339,1.154,0.479,0.472,109.495,0.898,198,1.014,0.986,0.96
396,0.155,2.302,0.89,0.477,0.414,82.306,0.849,198,1.152,0.868,0.944
397,0.174,6.338,1.157,0.478,0.462,172.742,0.897,199,1.033,0.968,0.962
398,0.141,2.308,0.932,0.435,0.412,16.449,0.867,199,1.056,0.947,0.95
399,0.175,6.336,1.158,0.476,0.469,155.653,0.885,200,1.014,0.986,0.956
400,0.142,2.309,0.962,0.438,0.412,0.707,0.876,200,1.064,0.94,0.955
401,0.178,6.334,1.16,0.484,0.469,98.23,0.891,201,1.031,0.97,0.956
402,0.15,2.31,0.989,0.451,0.423,83.398,0.846,201,1.067,0.937,0.953
403,0.178,6.331,1.163,0.48,0.473,139.407,0.9,202,1.015,0.985,0.958
404,0.145,2.312,1.017,0.434,0.425,35.647,0.894,202,1.02,0.981,0.958
405,0.176,6.33,1.163,0.48,0.467,174.076,0.888,203,1.028,0.973,0.957
406,0.142,2.314,1.045,0.443,0.407,0.214,0.897,203,1.087,0.92,0.956
407,0.177,6.328,1.163,0.475,0.474,53.006,0.894,204,1.002,0.998,0.962
408,0.149,2.315,1.069,0.444,0.426,88.965,0.87,204,1.042,0.96,0.953
409,0.179,6.326,1.161,0.48,0.474,95.546,0.914,205,1.013,0.987,0.966
410,0.148,2.319,1.094,0.442,0.426,84.376,0.913,205,1.038,0.963,0.961
411,0.177,6.325,1.16,0.48,0.469,168.989,0.901,206,1.023,0.978,0.958
412,0.142,2.317,1.12,0.438,0.411,10.42,0.914,206,1.065,0.939,0.96
413,0.177,6.322,1.158,0.482,0.466,173.836,0.91,207,1.034,0.967,0.963
414,0.143,2.318,1.143,0.431,0.423,9.99,0.874,207,1.019,0.981,0.95
415,0.178,6.321,1.154,0.478,0.473,84.508,0.898,208,1.011,0.989,0.96
416,0.149,2.318,1.163,0.443,0.428,91.472,0.892,208,1.034,0.967,0.96
417,0.143,2.322,1.185,0.434,0.418,171.266,0.908,209,1.039,0.962,0.959
418,0.178,6.32,1.153,0.477,0.474,100.035,0.901,209,1.007,0.993,0.962
419,0.142,2.32,1.205,0.435,0.416,168.436,0.898,210,1.045,0.957,0.96
420,0.174,6.317,1.145,0.484,0.459,179.919,0.88,210,1.054,0.948,0.957
421,0.15,2.319,1.224,0.448,0.426,73.618,0.897,211,1.053,0.95,0.962
422,0.176,6.316,1.142,0.481,0.465,179.199,0.895,211,1.035,0.966,0.957
423,0.148,2.32,1.245,0.438,0.429,71.575,0.903,212,1.023,0.977,0.961
424,0.179,6.31,1.134,0.481,0.474,82.873,0.874,212,1.014,0.986,0.958
425,0.142,2.32,1.264,0.437,0.414,1.189,0.929,213,1.053,0.949,0.966
426,0.175,6.307,1.127,0.477,0.466,4.754,0.886,213,1.023,0.978,0.958
427,0.147,2.319,1.283,0.436,0.43,98.428,0.905,214,1.015,0.986,0.963
428,0.173,6.306,1.119,0.483,0.457,175.874,0.911,214,1.058,0.945,0.962
429,0.149,2.316,1.299,0.449,0.423,87.675,0.896,215,1.063,0.941,0.96
430,0.177,6.304,1.112,0.475,0.474,81.624,0.911,215,1.001,0.999,0.963
431,0.143,2.316,1.316,0.434,0.42,178.354,0.901,216,1.032,0.969,0.957
432,0.178,6.302,1.104,0.481,0.472,71.512,0.91,216,1.018,0.982,0.964
433,0.145,2.314,1.33,0.434,0.426,14.808,0.905,217,1.02,0.98,0.956
434,0.174,6.3,1.095,0.481,0.461,177.486,0.884,217,1.042,0.959,0.959
435,0.148,2.312,1.343,0.448,0.421,80.861,0.894,218,1.066,0.938,0.956
436,0.176,6.297,1.083,0.487,0.462,4.439,0.888,218,1.054,0.949,0.96
437,0.146,2.31,1.358,0.435,0.427,67.731,0.9,219,1.018,0.982,0.958
438,0.179,6.295,1.072,0.481,0.474,91.921,0.905,219,1.014,0.986,0.963
439,0.143,2.309,1.371,0.435,0.418,7.63,0.897,220,1.042,0.96,0.958
440,0.178,6.292,1.058,0.478,0.474,120.281,0.889,220,1.008,0.992,0.959
441,0.149,2.308,1.385,0.442,0.428,75.238,0.901,221,1.032,0.969,0.96
442,0.173,6.29,1.047,0.48,0.458,7.61,0.87,221,1.049,0.954,0.958
443,0.148,2.305,1.397,0.444,0.425,73.014,0.879,222,1.044,0.958,0.953
444,0.177,6.287,1.034,0.483,0.466,1.773,0.89,222,1.036,0.965,0.959
445,0.142,2.303,1.409,0.434,0.418,5.23,0.899,223,1.036,0.965,0.959
446,0.179,6.283,1.018,0.478,0.476,105.789,0.917,223,1.003,0.997,0.964
447,0.146,2.3,1.419,0.433,0.43,76.271,0.904,224,1.007,0.993,0.962
448,0.176,6.282,1.003,0.479,0.468,172.405,0.897,224,1.023,0.978,0.959
449,0.148,2.295,1.43,0.448,0.422,78.417,0.897,225,1.061,0.942,0.958
450,0.173,6.28,0.988,0.482,0.458,173.323,0.882,225,1.054,0.949,0.957
451,0.144,2.295,1.441,0.433,0.425,50.744,0.897,226,1.019,0.982,0.958
452,0.177,6.277,0.971,0.478,0.472,158.174,0.884,226,1.015,0.986,0.953
453,0.143,2.295,1.45,0.432,0.42,18.924,0.889,227,1.028,0.973,0.954
454,0.177,6.275,0.952,0.479,0.471,95.944,0.877,227,1.015,0.985,0.954
455,0.149,2.29,1.46,0.444,0.428,90.449,0.894,228,1.038,0.963,0.956
456,0.174,6.273,0.933,0.479,0.463,5.866,0.871,228,1.035,0.966,0.955
457,0.147,2.288,1.466,0.439,0.426,55.37,0.918,229,1.031,0.97,0.963
458,0.173,6.271,0.912,0.481,0.458,8.348,0.84,229,1.048,0.954,0.953
459,0.145,2.284,1.474,0.439,0.42,17.809,0.895,230,1.045,0.957,0.958
460,0.179,6.27,0.889,0.481,0.474,81.628,0.822,230,1.016,0.984,0.942
461,0.147,2.28,1.482,0.439,0.425,44.414,0.906,231,1.034,0.967,0.962
462,0.18,6.267,0.867,0.489,0.469,87.411,0.841,231,1.042,0.959,0.946
463,0.15,2.277,1.487,0.443,0.43,60.123,0.916,232,1.032,0.969,0.963
464,0.178,6.264,0.846,0.481,0.471,10.688,0.804,232,1.021,0.979,0.947
465,0.147,2.276,1.494,0.443,0.422,17.98,0.895,233,1.05,0.952,0.958
466,0.181,6.261,0.82,0.486,0.473,42.188,0.838,233,1.026,0.974,0.949
467,0.147,2.273,1.497,0.442,0.424,23.367,0.908,234,1.041,0.961,0.96
468,0.178,6.257,0.802,0.484,0.469,38.689,0.779,234,1.032,0.969,0.942
469,0.15,2.268,1.504,0.441,0.432,60.881,0.903,235,1.021,0.979,0.962
470,0.185,6.254,0.766,0.503,0.469,73.688,0.786,235,1.07,0.934,0.936
471,0.148,2.265,1.507,0.439,0.43,34.713,0.907,236,1.022,0.979,0.961
472,0.178,6.254,0.741,0.485,0.467,32.924,0.767,236,1.039,0.963,0.93
473,0.146,2.259,1.512,0.442,0.421,10.463,0.922,237,1.05,0.952,0.966
474,0.189,6.254,0.709,0.496,0.486,84.858,0.731,237,1.019,0.981,0.934
475,0.147,2.253,1.514,0.437,0.429,90.897,0.909,238,1.019,0.982,0.96
476,0.19,6.25,0.68,0.506,0.478,83.46,0.812,238,1.058,0.945,0.943
477,0.146,2.251,1.515,0.436,0.427,73.086,0.914,239,1.022,0.978,0.963
478,0.185,6.246,0.656,0.489,0.481,21.994,0.812,239,1.018,0.982,0.936
479,0.146,2.245,1.515,0.44,0.423,16.877,0.911,240,1.041,0.96,0.959
480,0.186,6.252,0.624,0.504,0.47,169.591,0.772,240,1.071,0.933,0.928
