 ,Area,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
317,0.183,3.312,5.001,0.486,0.479,18.125,0.906,159,1.014,0.986,0.963
318,0.186,8.651,3.081,0.491,0.481,168.860,0.911,159,1.021,0.979,0.966
319,0.179,3.315,5.019,0.491,0.464,6.910,0.904,160,1.058,0.945,0.964
320,0.185,8.649,3.079,0.492,0.478,4.154,0.921,160,1.029,0.972,0.967
321,0.183,3.319,5.037,0.484,0.481,89.335,0.912,161,1.008,0.993,0.963
322,0.187,8.645,3.077,0.491,0.484,85.195,0.925,161,1.015,0.985,0.968
323,0.184,3.321,5.055,0.493,0.475,99.609,0.917,162,1.037,0.964,0.965
324,0.189,8.642,3.075,0.495,0.485,95.327,0.915,162,1.019,0.982,0.966
325,0.183,3.324,5.072,0.485,0.480,0.854,0.905,163,1.011,0.989,0.966
326,0.185,8.640,3.072,0.493,0.479,5.475,0.925,163,1.029,0.972,0.970
327,0.179,3.327,5.090,0.491,0.465,0.655,0.912,164,1.058,0.945,0.967
328,0.185,8.636,3.070,0.495,0.476,177.180,0.905,164,1.040,0.962,0.962
329,0.182,3.331,5.108,0.483,0.480,66.143,0.902,165,1.007,0.993,0.966
330,0.188,8.633,3.067,0.495,0.484,104.979,0.916,165,1.022,0.978,0.969
331,0.186,3.334,5.126,0.498,0.477,91.262,0.905,166,1.044,0.958,0.965
332,0.189,8.630,3.065,0.496,0.484,105.299,0.906,166,1.024,0.976,0.966
333,0.182,3.336,5.142,0.484,0.479,174.115,0.892,167,1.012,0.988,0.959
334,0.186,8.628,3.062,0.493,0.480,173.600,0.912,167,1.026,0.975,0.968
335,0.180,3.339,5.159,0.493,0.464,2.554,0.925,168,1.062,0.941,0.970
336,0.185,8.626,3.059,0.492,0.479,178.938,0.917,168,1.029,0.972,0.966
337,0.183,3.342,5.177,0.483,0.483,50.160,0.907,169,1.001,0.999,0.964
338,0.189,8.622,3.055,0.494,0.486,97.577,0.927,169,1.017,0.983,0.970
339,0.187,3.344,5.193,0.501,0.476,86.938,0.902,170,1.051,0.951,0.966
340,0.190,8.618,3.051,0.497,0.487,112.856,0.905,170,1.019,0.981,0.963
341,0.185,3.346,5.211,0.487,0.484,78.734,0.915,171,1.006,0.994,0.965
342,0.186,8.616,3.047,0.496,0.478,178.304,0.914,171,1.037,0.965,0.968
343,0.180,3.350,5.228,0.493,0.464,4.902,0.917,172,1.064,0.940,0.969
344,0.185,8.613,3.044,0.492,0.480,4.375,0.906,172,1.025,0.975,0.963
345,0.183,3.352,5.245,0.486,0.481,175.638,0.916,173,1.011,0.989,0.968
346,0.189,8.609,3.040,0.494,0.488,112.002,0.913,173,1.013,0.987,0.967
347,0.187,3.355,5.262,0.496,0.480,90.146,0.907,174,1.034,0.967,0.966
348,0.191,8.606,3.035,0.496,0.490,120.283,0.919,174,1.013,0.987,0.969
349,0.183,3.357,5.280,0.483,0.482,3.265,0.916,175,1.003,0.997,0.968
350,0.186,8.604,3.030,0.495,0.479,169.905,0.912,175,1.032,0.969,0.968
351,0.180,3.361,5.296,0.492,0.467,6.551,0.900,176,1.053,0.950,0.965
352,0.186,8.601,3.026,0.493,0.481,175.613,0.911,176,1.027,0.974,0.965
353,0.182,3.363,5.311,0.485,0.478,9.183,0.904,177,1.014,0.986,0.965
354,0.190,8.598,3.020,0.496,0.487,99.759,0.911,177,1.017,0.983,0.965
355,0.186,3.367,5.329,0.495,0.478,80.972,0.912,178,1.034,0.967,0.966
356,0.190,8.595,3.015,0.495,0.489,112.246,0.906,178,1.013,0.988,0.965
357,0.185,3.369,5.346,0.487,0.483,16.667,0.904,179,1.009,0.991,0.967
358,0.186,8.592,3.011,0.496,0.477,176.417,0.902,179,1.040,0.961,0.964
359,0.179,3.373,5.363,0.492,0.465,4.953,0.906,180,1.059,0.945,0.964
360,0.187,8.589,3.005,0.492,0.484,166.103,0.901,180,1.016,0.984,0.963
361,0.182,3.374,5.379,0.487,0.476,14.351,0.909,181,1.023,0.977,0.964
362,0.190,8.586,2.999,0.497,0.485,106.741,0.913,181,1.025,0.976,0.967
363,0.186,3.377,5.394,0.496,0.478,87.175,0.914,182,1.037,0.964,0.966
364,0.189,8.583,2.993,0.493,0.489,112.929,0.909,182,1.008,0.992,0.965
365,0.182,3.381,5.411,0.485,0.478,62.848,0.920,183,1.015,0.985,0.968
366,0.186,8.581,2.987,0.494,0.480,179.768,0.908,183,1.029,0.972,0.964
367,0.180,3.383,5.427,0.492,0.466,3.446,0.901,184,1.056,0.947,0.963
368,0.187,8.578,2.982,0.491,0.485,171.677,0.925,184,1.014,0.986,0.971
369,0.182,3.386,5.444,0.487,0.477,1.383,0.907,185,1.019,0.981,0.966
370,0.190,8.575,2.976,0.499,0.485,104.081,0.892,185,1.029,0.972,0.961
371,0.184,3.388,5.461,0.492,0.477,87.848,0.911,186,1.032,0.969,0.964
372,0.189,8.573,2.968,0.492,0.489,102.387,0.918,186,1.005,0.995,0.967
373,0.183,3.390,5.477,0.485,0.482,61.619,0.926,187,1.007,0.993,0.971
374,0.186,8.571,2.962,0.494,0.480,1.415,0.914,187,1.030,0.971,0.968
375,0.180,3.394,5.492,0.493,0.466,3.932,0.910,188,1.057,0.946,0.965
376,0.187,8.568,2.954,0.490,0.485,172.839,0.927,188,1.010,0.990,0.970
377,0.181,3.395,5.508,0.487,0.473,18.010,0.893,189,1.031,0.970,0.960
378,0.189,8.564,2.948,0.498,0.484,104.232,0.912,189,1.027,0.974,0.965
379,0.185,3.399,5.524,0.493,0.477,87.322,0.908,190,1.033,0.968,0.965
380,0.188,8.562,2.940,0.491,0.488,122.254,0.907,190,1.006,0.994,0.964
381,0.184,3.401,5.541,0.487,0.480,75.582,0.910,191,1.015,0.985,0.965
382,0.186,8.560,2.932,0.494,0.480,179.167,0.914,191,1.030,0.971,0.970
383,0.182,3.405,5.557,0.492,0.470,0.661,0.896,192,1.046,0.956,0.966
384,0.188,8.556,2.926,0.493,0.487,3.766,0.907,192,1.012,0.988,0.967
385,0.182,3.407,5.572,0.486,0.478,166.760,0.921,193,1.015,0.985,0.970
386,0.192,8.554,2.917,0.502,0.486,102.876,0.906,193,1.034,0.967,0.964
387,0.187,3.409,5.588,0.495,0.480,94.176,0.914,194,1.032,0.969,0.966
388,0.189,8.551,2.910,0.493,0.489,169.234,0.912,194,1.008,0.992,0.966
389,0.186,3.412,5.603,0.491,0.481,87.112,0.899,195,1.021,0.979,0.964
390,0.187,8.549,2.901,0.495,0.480,3.753,0.909,195,1.033,0.968,0.967
391,0.182,3.415,5.621,0.492,0.472,3.541,0.903,196,1.044,0.958,0.964
392,0.189,8.547,2.893,0.491,0.489,135.715,0.905,196,1.003,0.997,0.963
393,0.183,3.418,5.635,0.492,0.474,179.391,0.917,197,1.039,0.962,0.968
394,0.192,8.544,2.884,0.500,0.489,101.876,0.907,197,1.023,0.978,0.965
395,0.185,3.421,5.648,0.492,0.480,105.583,0.917,198,1.025,0.976,0.967
396,0.189,8.541,2.875,0.495,0.487,162.451,0.930,198,1.018,0.982,0.972
397,0.186,3.423,5.665,0.491,0.482,114.505,0.927,199,1.018,0.982,0.970
398,0.188,8.539,2.866,0.497,0.482,1.177,0.914,199,1.032,0.969,0.966
399,0.181,3.425,5.681,0.491,0.470,9.421,0.890,200,1.046,0.956,0.966
400,0.190,8.536,2.857,0.493,0.489,127.652,0.893,200,1.008,0.992,0.961
401,0.182,3.427,5.695,0.488,0.474,5.439,0.906,201,1.030,0.971,0.963
402,0.193,8.533,2.848,0.501,0.490,94.240,0.900,201,1.023,0.978,0.963
403,0.186,3.430,5.712,0.494,0.481,94.477,0.915,202,1.027,0.974,0.967
404,0.190,8.531,2.838,0.492,0.491,17.674,0.903,202,1.003,0.997,0.964
405,0.185,3.433,5.727,0.489,0.481,84.079,0.915,203,1.016,0.984,0.966
406,0.187,8.529,2.829,0.496,0.481,173.177,0.920,203,1.032,0.969,0.968
407,0.182,3.436,5.742,0.490,0.473,4.242,0.919,204,1.035,0.966,0.967
408,0.189,8.526,2.818,0.491,0.489,127.853,0.915,204,1.003,0.997,0.968
409,0.182,3.440,5.756,0.490,0.473,2.777,0.927,205,1.036,0.965,0.969
410,0.191,8.524,2.809,0.500,0.486,103.363,0.892,205,1.027,0.973,0.961
411,0.186,3.442,5.772,0.492,0.481,95.150,0.900,206,1.023,0.977,0.960
412,0.190,8.521,2.797,0.494,0.491,157.574,0.917,206,1.006,0.994,0.968
413,0.186,3.444,5.787,0.492,0.481,97.703,0.905,207,1.023,0.977,0.964
414,0.187,8.520,2.787,0.496,0.480,0.924,0.902,207,1.033,0.968,0.965
415,0.182,3.447,5.802,0.491,0.473,1.190,0.910,208,1.037,0.964,0.964
416,0.190,8.517,2.775,0.494,0.490,101.185,0.917,208,1.008,0.992,0.968
417,0.182,3.448,5.816,0.491,0.473,0.870,0.918,209,1.037,0.964,0.965
418,0.192,8.515,2.765,0.501,0.489,101.322,0.916,209,1.024,0.977,0.967
419,0.185,3.451,5.832,0.492,0.480,91.781,0.917,210,1.024,0.976,0.968
420,0.191,8.513,2.753,0.496,0.489,166.599,0.908,210,1.014,0.986,0.966
421,0.186,3.453,5.846,0.494,0.481,88.574,0.895,211,1.026,0.975,0.965
422,0.188,8.511,2.742,0.496,0.482,1.612,0.912,211,1.030,0.971,0.966
423,0.182,3.455,5.862,0.487,0.476,174.645,0.919,212,1.023,0.978,0.967
424,0.191,8.508,2.729,0.494,0.492,132.556,0.927,212,1.006,0.994,0.970
425,0.182,3.458,5.876,0.490,0.472,0.126,0.917,213,1.038,0.964,0.966
426,0.192,8.506,2.719,0.497,0.492,99.113,0.917,213,1.010,0.990,0.969
427,0.185,3.460,5.890,0.488,0.483,99.591,0.898,214,1.010,0.991,0.963
428,0.189,8.505,2.707,0.495,0.486,170.310,0.917,214,1.019,0.982,0.968
429,0.185,3.464,5.906,0.490,0.481,101.819,0.891,215,1.019,0.981,0.965
430,0.189,8.502,2.694,0.499,0.482,178.320,0.900,215,1.035,0.966,0.961
431,0.181,3.466,5.920,0.484,0.475,2.656,0.923,216,1.019,0.981,0.968
432,0.189,8.500,2.683,0.492,0.490,90.641,0.919,216,1.005,0.996,0.966
433,0.183,3.469,5.934,0.487,0.477,2.772,0.904,217,1.021,0.979,0.962
434,0.191,8.499,2.669,0.498,0.489,117.334,0.911,217,1.019,0.981,0.964
435,0.184,3.470,5.948,0.490,0.479,89.355,0.911,218,1.023,0.977,0.963
436,0.189,8.496,2.656,0.495,0.487,0.971,0.913,218,1.017,0.983,0.967
437,0.186,3.472,5.964,0.495,0.477,90.537,0.918,219,1.036,0.965,0.966
438,0.188,8.494,2.644,0.498,0.482,1.415,0.922,219,1.034,0.967,0.968
439,0.185,3.476,5.978,0.489,0.480,9.593,0.914,220,1.018,0.982,0.967
440,0.190,8.492,2.631,0.496,0.488,111.458,0.917,220,1.016,0.984,0.968
441,0.185,3.479,5.991,0.492,0.478,1.722,0.914,221,1.029,0.972,0.968
442,0.192,8.489,2.616,0.500,0.490,99.926,0.909,221,1.020,0.980,0.967
443,0.186,3.481,6.005,0.492,0.482,71.021,0.919,222,1.021,0.979,0.968
444,0.189,8.487,2.603,0.495,0.486,176.096,0.927,222,1.020,0.981,0.972
445,0.188,3.484,6.019,0.497,0.481,92.889,0.896,223,1.034,0.967,0.963
446,0.189,8.485,2.589,0.494,0.486,1.811,0.909,223,1.018,0.983,0.966
447,0.184,3.487,6.035,0.487,0.480,172.391,0.912,224,1.015,0.985,0.969
448,0.192,8.484,2.575,0.497,0.491,129.288,0.905,224,1.011,0.989,0.964
449,0.184,3.490,6.048,0.492,0.476,178.203,0.903,225,1.034,0.967,0.965
450,0.192,8.481,2.560,0.499,0.489,95.087,0.924,225,1.020,0.980,0.970
451,0.187,3.492,6.062,0.491,0.485,86.754,0.908,226,1.013,0.987,0.966
452,0.189,8.479,2.544,0.497,0.484,6.231,0.910,226,1.028,0.973,0.965
453,0.187,3.495,6.076,0.496,0.481,97.872,0.906,227,1.031,0.970,0.963
454,0.190,8.477,2.530,0.497,0.485,6.093,0.913,227,1.024,0.976,0.968
455,0.183,3.497,6.090,0.485,0.482,5.159,0.926,228,1.006,0.994,0.968
456,0.192,8.475,2.514,0.497,0.493,98.019,0.898,228,1.008,0.992,0.965
457,0.182,3.499,6.103,0.487,0.475,166.454,0.918,229,1.025,0.976,0.965
458,0.192,8.473,2.499,0.496,0.492,121.289,0.916,229,1.010,0.990,0.969
459,0.185,3.501,6.117,0.491,0.481,92.200,0.904,230,1.020,0.981,0.965
460,0.190,8.471,2.483,0.498,0.486,175.342,0.889,230,1.026,0.975,0.964
461,0.187,3.503,6.132,0.497,0.478,91.908,0.877,231,1.040,0.962,0.962
462,0.189,8.470,2.468,0.497,0.483,0.651,0.908,231,1.031,0.970,0.965
463,0.185,3.505,6.145,0.487,0.483,4.476,0.915,232,1.009,0.991,0.968
464,0.192,8.468,2.451,0.498,0.491,111.887,0.914,232,1.014,0.986,0.968
465,0.183,3.509,6.158,0.490,0.475,2.317,0.914,233,1.032,0.969,0.967
466,0.191,8.465,2.435,0.494,0.491,166.138,0.919,233,1.006,0.994,0.969
467,0.187,3.510,6.171,0.491,0.484,85.613,0.907,234,1.014,0.987,0.965
468,0.188,8.463,2.418,0.497,0.482,3.578,0.923,234,1.030,0.970,0.968
469,0.187,3.511,6.185,0.500,0.477,93.053,0.909,235,1.047,0.955,0.964
470,0.189,8.461,2.401,0.496,0.484,177.771,0.918,235,1.024,0.977,0.967
471,0.184,3.515,6.199,0.484,0.483,14.814,0.886,236,1.002,0.998,0.959
472,0.192,8.461,2.382,0.498,0.492,106.593,0.902,236,1.014,0.986,0.962
473,0.182,3.517,6.212,0.489,0.474,2.906,0.911,237,1.033,0.968,0.965
474,0.191,8.458,2.366,0.494,0.492,76.463,0.903,237,1.005,0.995,0.965
475,0.186,3.520,6.225,0.490,0.484,90.092,0.921,238,1.012,0.988,0.969
476,0.189,8.456,2.348,0.499,0.483,6.502,0.919,238,1.033,0.968,0.967
477,0.187,3.522,6.238,0.497,0.481,89.719,0.900,239,1.033,0.968,0.963
478,0.189,8.455,2.329,0.497,0.485,1.725,0.922,239,1.024,0.976,0.969
479,0.186,3.525,6.251,0.488,0.486,27.314,0.904,240,1.005,0.995,0.964
480,0.192,8.453,2.310,0.495,0.494,97.770,0.907,240,1.003,0.997,0.967
481,0.184,3.528,6.264,0.492,0.477,1.993,0.920,241,1.030,0.971,0.967
482,0.191,8.452,2.291,0.493,0.493,136.401,0.927,241,1.001,0.999,0.971
